x,y,token
2.8189907,8.512893,male
4.4041276,-51.23862,pipe
-50.737907,-3.7451007,brake
-11.206978,-9.19312,flight
44.46045,-12.61421,market
-50.701855,16.217648,captive
-20.989092,-9.873445,shout
-57.87469,-12.830965,rams
-0.6562803,3.8768954,poems
6.5498924,61.120087,antony
7.2032213,26.405561,chose
-5.1032014,-19.07097,bearing
-39.482246,44.28759,55
40.11953,28.804932,amiable
32.51416,-35.67053,bull
25.992376,-34.256763,thief
46.073074,-21.337568,franklin
6.601949,-31.41574,bore
2.8245397,8.500699,female
36.8724,-19.511545,bursal
1.7321174,-53.907368,tied
50.721867,13.483484,alarm
-55.945633,16.295544,syria
-40.04513,25.743483,prayed
-49.701126,13.351292,slaughter
-71.13762,19.9829,passover
-11.750496,-15.802172,horrible
-35.126934,21.741661,kindled
17.683062,30.74574,offended
-41.725292,10.138101,countries
48.183434,20.539448,expectation
57.993908,20.799038,henrietta
-8.508844,-58.99428,bows
36.107384,35.851643,proceed
-31.47325,-4.782232,horn
32.065228,6.319985,attached
-37.192406,-10.110235,planted
-50.769596,27.320873,household
35.13956,-2.117291,forgot
-1.7743962,-16.896097,lovely
-18.704882,-44.5028,lightning
-21.18685,16.96145,selah
-12.097514,-56.884922,yards
24.900978,-5.684643,gives
-54.226307,-2.2202342,chambers
-14.8946,-53.74405,ivory
15.976085,-58.14996,inn
26.23461,3.0239673,anyone
28.250002,26.884567,indifferent
25.75208,26.844984,absolutely
53.989628,23.266962,invitation
16.66045,-35.478024,dressed
59.78689,20.542805,frank
63.35914,14.654764,harville
-22.348274,-48.785885,thin
-19.498493,-12.474145,shine
-23.260294,-5.0887275,wounded
-2.1618989,14.632876,mystery
-2.9829624,16.587904,revealed
-4.7500243,15.849452,foe
-46.640038,14.338391,worshipped
-6.2899466,31.600353,justified
-19.884798,40.457924,taketh
23.031963,-9.992714,drinking
-24.578936,48.841305,shouldest
45.131332,-29.057556,chimney
-7.3032155,-62.15825,sails
7.429972,59.69039,againe
52.607018,25.97572,concern
14.387653,-24.34074,simply
-18.110622,39.10735,speaketh
49.385258,32.36567,humour
9.327613,53.178303,deed
39.53345,34.080875,credit
-37.673203,28.437609,charged
-15.255183,4.2915883,likeness
-47.34181,-14.1102915,loins
-0.050690837,-45.65266,coffin
-9.296554,42.04651,repent
-31.613234,21.258038,smitten
42.72998,-6.914378,message
21.159256,-26.22723,pip
-58.6983,30.677872,eleazar
-62.74846,20.773478,reuben
-21.426186,-0.2289442,weeping
-48.67144,-18.294537,chains
-60.472652,10.271468,amorites
-36.28131,-11.188812,vine
31.07943,-20.302996,exit
33.251858,34.633892,hint
-2.7737586,-16.378052,delicate
-7.1267266,2.056081,immortal
2.6844897,34.962498,needs
30.939335,27.490868,mrs_ferrars
-23.355688,-27.190342,forms
-7.105864,31.982931,punishment
6.252815,-14.690086,roman
-9.009442,2.1079729,dreams
37.924156,-31.532335,pointing
-64.76406,25.425547,hebron
-23.456799,-25.225084,base
22.472805,-38.78821,pressed
44.48325,29.489695,disposition
60.767525,9.812277,kellynch
19.289507,41.859882,offence
-39.164474,-10.015441,fowls
-33.243813,-15.616208,branch
52.287014,-1.5127723,watched
3.9007833,-17.27483,farm
15.167114,-39.026833,pair
-5.2715087,-56.0874,setting
-62.64279,20.681189,gad
26.677195,-31.373669,margery
36.912407,-31.020855,lawrence
56.639305,9.592504,parties
-57.457325,-17.942793,talents
34.32875,34.34045,avoid
-1.1368488,56.818893,ghost
47.672882,3.4891915,lately
26.162422,44.032326,overcome
-4.3278265,-51.71011,flung
45.561123,-19.701347,felix
-59.823685,24.419373,levi
-45.729557,-11.4786,lebanon
-23.530722,-46.44112,colours
-26.015265,26.028416,defiled
9.130134,-13.001322,whalemen
54.961094,-12.018184,listening
1.1184405,21.056566,parents
10.3402815,26.087894,trusted
34.903664,24.644566,settle
52.312344,25.414742,necessity
-9.2960005,-12.108324,visible
26.176006,1.5238067,anywhere
8.095017,-13.38701,american
-61.22242,35.19341,governor
-53.171066,-7.6775327,wave
48.003147,20.443888,success
-18.547653,49.643555,gracious
-58.097214,8.690724,galilee
25.711613,28.000103,trial
30.345547,-9.978067,comrade
48.316574,13.882932,fears
-49.70648,-15.8439245,scarlet
-26.595024,-37.755,sunset
-7.8681755,-20.964773,sleeping
-49.38619,7.6298575,assembly
40.03643,36.98356,information
-8.982515,17.865612,humble
28.010368,38.079727,deceived
21.567715,0.09673249,action
-32.852444,-38.99269,eden
-16.84616,-46.641773,mass
-25.563818,0.16912463,bosom
19.985746,49.134018,younger
2.7647097,-19.985466,advance
2.4851727,44.358845,triumph
-10.0239525,-15.045135,mild
44.249363,-24.308172,sir_arthur
17.732407,48.899433,brothers
21.087395,1.6914164,remains
35.846363,-33.524498,secretary
16.129923,34.999226,reasons
-4.1949253,-61.083984,craft
31.628294,35.212387,assured
33.99436,-33.50721,marquis
52.05449,0.5020742,proceeded
-18.031792,14.736615,mourning
-43.17307,28.041246,messenger
-10.0570135,31.22816,confounded
31.355616,1.9734809,miss_dashwood
-39.864906,5.742578,sanctify
17.396368,-50.0884,steadily
40.14259,28.754007,pleasing
-14.861056,-51.596027,jaw
40.20674,-29.878033,"""--"
15.819199,31.921343,accepted
-27.903378,20.00412,divide
-13.414087,-30.54476,indian
-42.452152,23.67764,jew
-9.746965,-28.903389,wake
-1.8501725,5.306019,lovers
36.678535,36.230927,delay
-19.468245,7.5281863,couple
10.651171,47.351055,murder
41.274323,-33.730343,--'
-24.174696,19.959513,yoke
-38.00826,13.7207575,wit
-11.120095,30.334768,guilty
52.27235,32.33798,expressed
4.505626,-16.567736,grove
-54.6374,-21.798237,measured
31.930061,28.261038,scheme
28.641848,-0.53762627,wants
44.811626,9.485146,employed
1.4638456,-16.615088,larger
-40.154633,-16.230904,pot
7.22298,2.4511988,powerful
43.384182,33.721493,constant
47.027184,15.517408,absence
31.357351,-4.282993,nonsense
53.419346,-14.552966,recovered
-0.084654205,16.478455,hitherto
44.83787,23.871445,reasonable
-39.467197,44.597107,54
52.907253,10.949563,safety
-35.827435,29.917685,decree
45.27525,7.675403,presented
22.194815,2.3410082,impression
25.41006,-28.079744,asleep
18.846254,23.767187,?)
-4.26473,10.821827,sacred
-20.393135,-46.11896,enormous
-28.273111,3.2378397,hang
-11.769507,-62.399452,yard
-29.774487,-3.745039,staff
-52.22881,-22.216373,wing
-30.354609,-20.554379,roots
-45.78236,27.354101,scribes
59.578606,9.814421,arrival
-33.929268,31.086372,preached
-30.451733,6.8340034,bind
23.763834,-2.993041,sending
-58.509716,27.279255,ishmael
-27.902916,-22.49825,roof
-50.462395,-15.293671,covering
24.896551,34.570877,consent
-24.880108,-27.525925,lights
-9.651825,-51.48222,silently
54.197166,-15.983498,begged
-61.47572,-1.8074633,instruments
13.793039,42.507996,whoever
22.21439,22.165619,notion
5.211108,-12.431518,awful
-49.357468,-1.6962935,treasures
-41.22006,19.021269,forty_years
41.825256,29.027044,importance
-44.584297,-0.268887,heap
-9.547778,23.124523,grief
-52.755653,-12.547013,thereon
25.99565,-56.407192,mile
21.983566,-29.43547,dull
-3.1808944,-30.841429,motion
-55.094944,9.86158,bethel
-38.72518,30.726341,baptized
45.20613,-18.860266,asking
34.355415,38.1892,intended
61.312126,4.1579404,o_clock
57.727547,6.7141237,abbey
-18.992804,-32.881145,surface
36.39422,33.659073,regret
29.559135,34.765858,unhappy
46.89754,-24.090717,mrs_theresa
8.688544,-12.983544,fishery
48.90049,6.9121513,gained
-37.00758,-14.235845,grapes
24.103518,-17.112696,instrument
-4.9001217,-16.893261,mixed
-6.9807343,-51.216045,swiftly
-45.748062,-7.8297067,asses
-49.86315,-9.770165,washed
59.13068,8.977772,lyme
-20.255987,20.967354,inherit
-12.546418,-2.3826668,wandering
-48.322563,27.495445,53
58.6977,-2.3306098,earnestly
-51.991783,-20.822268,corners
10.016331,38.392834,wretched
54.224636,-5.53899,melancholy
-19.169405,-53.32231,wore
45.603374,16.451366,inclined
20.788088,16.265713,example
-20.848368,-52.114902,coloured
62.622944,14.684189,mrs_musgrove
-9.254848,38.831783,forgiven
-22.440516,19.44426,habitation
-51.455585,-17.77973,rings
-68.45595,8.952969,six_hundred
11.305538,-9.700527,size
-14.970423,-34.09598,narrow
25.384258,31.65006,suspect
38.45251,-6.410136,instance
37.965027,-42.564064,green_forest
-46.348736,3.8837516,pitch
-33.003284,29.270327,tidings
-31.984793,-19.638296,dried
-8.910815,7.7833433,seeking
-27.79871,28.663393,redeemed
-28.918573,-17.95495,wet
6.42531,23.05918,keeping
28.678198,24.346527,ignorant
9.818712,-36.55886,monster
-48.323704,11.067309,horsemen
38.978096,40.131508,ignorance
-21.920351,-28.188873,endless
-28.933592,-5.3987412,arrows
-10.820281,-13.585772,unseen
-25.709705,11.119835,played
18.77734,-37.21795,bottle
-15.252202,-17.971535,native
38.78451,23.242256,estate
-55.534355,16.842218,chaldeans
39.743774,-35.3955,cat
10.532897,-7.88823,marked
-52.76764,27.951468,abimelech
7.6870904,57.31418,downe
61.89008,19.252161,mrs_clay
20.560942,-19.730194,stuff
29.409697,5.905765,good_natured
-28.611992,-27.190144,soil
23.656233,22.80508,depend
-27.328764,26.24809,sanctified
48.281948,24.801222,anxiety
12.347708,-54.16912,softly
47.75252,23.294844,immediate
-47.491302,4.3397965,compass
28.24896,1.2300687,lucky
-7.699228,-6.3933063,stroke
-20.509481,-32.307148,ice
-31.984886,-1.359577,belly
-23.112602,-28.505878,solitary
-51.669434,-19.317663,cherubims
38.258224,-11.870027,prize
-36.68056,41.91162,57
-61.405617,25.589968,noah
-45.460705,13.000599,baal
-45.835274,27.274235,chief_priests
-17.226032,-0.42282626,ride
9.186868,34.455555,sentence
-56.702747,9.028312,jericho
46.242428,36.687473,severe
-17.498644,-43.679188,hollow
-33.605774,-33.364655,western
28.93096,23.263617,pains
20.487658,49.072083,eldest
36.863113,-40.634087,fox
-43.873203,-7.800121,fed
35.145607,-5.4989963,mamma
49.557594,22.28322,enjoyment
-50.038723,13.930409,bands
-45.965816,-11.870206,cedar
-5.78091,27.920107,minds
6.972357,29.000359,prevailed
32.83803,-14.067891,uniform
42.180256,-28.631048,whispered
2.9127324,-11.067355,rude
-31.069176,29.107141,sworn
47.77953,-9.86854,horror
36.271225,19.200266,dignity
3.7878544,10.651342,ours
-18.312962,39.827335,loveth
36.148617,-33.271297,dr_bull
3.331521,4.3050623,objects
29.604939,31.295248,afford
28.780546,6.273186,silly
-23.607094,27.675306,dealt
40.81874,18.951355,naturally
-3.3667634,-5.3618035,council
50.076477,4.009496,period
-26.451948,-13.227337,weapons
-30.354288,23.241985,kingdoms
63.402504,14.765064,musgrove
-24.7768,-36.629852,flames
46.128254,2.7995834,accident
-13.90017,-38.83917,smooth
-36.454124,42.429703,59
41.87723,35.22566,imagination
-28.1077,-41.90957,fro
-6.576167,29.691101,doings
50.780342,30.975777,grateful
9.452483,-55.223587,jumped
-6.8579135,22.055021,despair
-31.058203,4.993875,consume
0.018112257,-29.08415,shock
7.4018865,57.94155,heauen
43.80354,-11.420722,belonged
-15.586263,43.416615,redeem
-53.24636,27.49755,shechem
29.206402,8.489769,elegant
57.64705,19.7328,disappointed
-2.950499,33.689415,charity
50.94089,28.505045,suspicion
-38.135727,46.040257,howbeit
7.9463315,8.711528,outward
-4.233388,12.910183,infinite
-56.31345,8.254924,coasts
-51.19806,30.504522,conceived
-47.48226,33.342854,balaam
8.455603,-20.191078,france
38.076927,-22.504784,shortly
-54.90197,31.848288,abner
-46.732395,13.001478,possessed
-3.734823,-51.63389,swung
5.777772,2.6678307,rank
42.100075,-30.46898,hastily
6.874149,30.81011,grieved
35.425053,29.101297,hers
12.666454,5.6436653,points
-27.799025,-39.18588,twilight
16.489023,-51.242386,abruptly
-29.509373,-39.242207,noon
13.268326,31.434237,request
-14.473037,41.283398,profit
1.6065214,-47.10987,bar
-22.03211,28.04469,afflicted
-22.556854,-33.859467,centre
52.869576,-39.588764,qu
-36.79169,-36.609,sailing
-4.202451,24.956623,restored
1.4325997,44.69342,freely
36.743958,-26.8262,isn_t
-13.179122,30.460737,tongues
45.288586,18.88473,receiving
-41.455177,-9.1268835,goods
-35.780052,2.227538,issue
9.959787,-10.5962305,original
61.121815,7.3530264,absent
30.55357,30.520826,useful
20.403118,-39.24379,bill
24.50044,37.991226,acknowledge
-10.870835,42.82865,forbid
-1.6834464,-55.685966,cutting
40.64989,-27.103642,tarlton
-11.565156,39.698956,forsake
10.677443,-12.137723,sperm
-18.678288,46.6729,nakedness
32.252693,13.526639,regarded
34.951523,-31.802996,policeman
39.60604,-2.7011106,careful
27.303867,-33.00813,emperor
29.225708,21.197952,generous
43.823036,5.771083,regular
-44.73376,25.526667,mordecai
-5.7839236,-10.090372,smiles
37.023884,21.10285,habit
-31.959684,34.63194,churches
-40.047794,27.364698,apostles
-34.871807,-25.383266,dew
-33.40264,-11.533871,fountain
30.477858,-37.200413,gently
44.002674,27.135391,indifference
-8.197447,-17.187681,desperate
-10.484214,-52.1712,beach
-15.1178255,23.54966,bowels
-68.34648,25.741167,zedekiah
7.6932907,38.666252,patient
-56.209816,10.948527,damascus
-36.26555,-0.21283852,drunk
2.0071657,59.519833,macbeth
10.340063,38.392776,miserable
-24.615526,-28.703585,shapes
-37.55318,42.392094,56
-2.6648016,7.914234,joys
25.938423,-31.510122,baby
-5.8241525,-61.83487,spout
-6.3087173,-59.79633,sailed
54.13501,-3.7363524,conscious
-12.483793,-48.905613,flat
-68.364,26.985645,asa
-21.277952,-24.936531,walks
-25.381418,28.953108,obeyed
-24.69746,-7.1961064,torn
28.340637,8.786908,suit
-18.333063,5.3914394,dumb
53.11195,28.844145,reflection
63.76479,15.414004,cole
-54.59729,15.022434,syrians
-20.629765,18.740337,perpetual
37.423462,-15.626066,ordered
-20.622433,-2.5064886,apart
-57.33864,4.8495293,eastward
-59.22019,21.808752,singers
-49.985703,18.892796,assembled
-2.7101755,-54.60799,advancing
19.154367,5.1166334,appears
-18.77718,-22.87585,roar
-50.69914,-18.480324,bars
8.720473,-20.528206,ho
39.489822,-40.152794,little_jackal
63.777084,14.530984,dashwood
-9.663714,29.090826,envy
-32.91298,8.4234705,shield
6.038533,4.2435994,science
-52.51205,29.352953,abram
18.614265,7.212494,religion
-10.410732,-47.47021,rush
-61.658775,-1.5193642,trumpets
31.669895,1.1980649,recollect
38.41658,35.050694,conceal
57.924168,10.982179,invited
23.382977,28.653042,venture
-4.349118,-44.17273,drove
-31.873354,37.344563,66
-48.70361,-5.0514793,graven
-31.19578,-29.570515,stream
2.874781,5.2047477,freedom
-20.580795,-20.744379,flow
-37.78941,-5.531255,thorns
-56.47861,-17.75944,measures
-4.193617,18.018904,sole
-54.128532,-1.2951883,inner
4.73494,12.21599,ruin
41.49174,-37.259617,tiger
23.479715,11.872356,crime
-52.66034,-13.883134,lamps
52.274227,4.201693,remaining
-0.3222471,32.810726,unjust
9.722794,27.064463,visited
33.64967,-16.613455,wherever
4.7293043,-54.988308,string
-13.695474,44.06434,doctrine
-25.131815,-42.807632,lit
-13.899404,46.338898,perform
40.813477,28.880579,respectable
13.928882,-52.070087,rapidly
4.771181,-31.517237,sunk
-0.23173684,-54.68374,elephant
33.37335,31.39777,fancied
51.13229,16.269157,neighbourhood
-68.03907,23.47572,nebuchadnezzar
-28.159655,-24.217197,gray
16.592903,-31.915133,wear
44.275814,-31.951374,resumed
54.252106,-41.06938,laer
45.096275,1.6606063,concluded
42.83444,-22.618088,carlo
-23.258223,45.34958,guide
-36.764023,41.85754,60
-5.047737,30.352453,obedience
33.28808,30.907257,imagined
8.334246,60.315964,leaue
21.539072,-56.49629,leading
5.6116586,56.82376,beware
-46.78852,-15.460853,raiment
-56.70298,-14.240604,mingled
39.334347,-41.104115,otter
-35.288586,36.277584,salute
-28.390543,29.828121,ordained
3.4256299,58.029007,farewell
14.167711,-59.20075,lane
47.13644,5.5465674,previous
-1.9993188,-49.425766,lighted
-39.11331,-4.416576,devoured
-24.97398,-38.38287,shadows
-12.209853,-62.232418,bay
-9.908946,-30.53662,port
6.4799566,8.315788,theirs
10.063579,-42.618748,shaking
39.71931,-17.78925,bye
31.067892,2.9257278,seriously
-47.071995,31.894852,elisha
-25.933117,-15.076444,mouths
22.740938,5.973429,seldom
-14.626479,32.97105,fools
35.77975,-19.772638,j
-15.281488,42.914825,restore
28.01597,23.499336,provided
-4.5145454,-57.65036,ahead
-8.052232,7.808904,foul
-66.6362,28.117163,jehu
9.990749,57.445576,owne
5.4549284,-54.24903,handle
-9.033362,20.61685,prayers
46.734474,33.14014,inclination
49.9569,-0.26330543,succeeded
-54.723934,5.90735,lieth
40.269997,-33.615845,hatter
52.07864,21.656021,relief
40.12994,-30.865425,whisper
-60.6208,11.310027,bashan
-24.552544,33.395496,paths
-37.24688,29.266914,enquire
34.104908,5.7621765,striking
45.254967,-0.31366605,worked
42.08068,19.30556,treated
-7.245261,0.2338768,heroes
47.38702,26.879555,concerned
55.948174,1.1774511,card
6.995361,35.533283,stir
-47.193638,-3.7610216,altars
15.40087,-57.790653,parlour
5.729214,60.06975,hee
63.56706,15.426914,john_knightley
12.818313,19.233944,custom
-20.593437,37.120743,dwelleth
36.709743,-26.84707,wasn_t
-33.574265,31.323473,preach
-8.989027,12.726493,fame
53.176163,-39.980198,macd
-44.05002,2.180515,desolation
64.321266,17.77108,miss_smith
4.8715644,-33.2305,press
38.123337,23.77934,property
-9.661697,43.68843,take_heed
34.8293,16.186914,lover
-20.710577,-6.755117,swallowed
30.851492,-45.36589,sounded
26.399536,24.417215,civil
28.737011,39.586464,tempted
49.25294,31.45273,simplicity
20.926554,-33.70722,sugar
-51.020424,-20.47995,palm
-12.442257,-30.835348,cape
31.77374,23.087936,prudent
21.371876,-4.343855,tale
36.384842,6.0638304,evidently
63.51525,14.800735,croft
-8.881632,-43.5548,crooked
-3.2109578,-28.472874,intervals
50.850292,15.400272,prospect
17.951752,39.256775,require
-0.7417996,53.351135,scorn
29.98602,9.042455,lively
30.697313,36.35079,admired
63.258884,13.76417,mrs_goddard
34.073277,-7.4857993,wouldn_t
-29.770023,-8.411503,net
-17.357813,13.750501,gladness
-31.203972,-25.074705,gardens
-23.572132,39.615444,establish
-23.04117,48.051067,seest
-53.490604,-18.770252,sockets
-19.619791,30.500355,iniquities
-44.744835,25.592993,esther
-20.171495,-29.338745,pioneers
41.247894,-0.9896888,explained
-9.571323,26.588776,jealousy
-21.581142,-42.88895,limbs
-36.52556,27.384542,witnesses
-16.494684,30.403103,strife
3.6718435,2.172698,brave
52.34599,30.335762,warmth
-42.26252,-7.5153527,herds
44.534122,23.43126,consideration
-39.901592,33.207016,answering
-43.87197,2.915944,refuge
50.742397,19.764807,support
-38.718277,17.683908,valiant
-10.488931,-21.212729,cries
34.86934,13.237012,chiefly
-8.030237,-11.952735,universal
29.559309,9.545592,hearted
-8.962875,40.495552,despise
65.433876,15.976188,ferrars
20.797052,-31.619259,pasture
10.316566,-55.250656,stepped
42.34275,-20.72487,pigeon
-5.8856378,-25.086142,giant
1.1702636,-60.141632,tashtego
41.249363,34.465042,difficulties
42.764904,9.119968,occupied
16.429163,-54.963493,locked
22.355522,34.292805,deserve
-39.072506,-9.826996,fowl
10.558203,23.957159,obtained
-26.199005,-26.246655,animals
-50.146263,-17.265617,beaten
-15.382994,-10.555254,invisible
33.11663,1.8280063,obliging
30.454145,25.36672,unfortunate
56.98385,22.761232,thoroughly
39.094852,21.41836,produce
-47.721607,18.539497,sepulchre
-52.919765,4.9320817,pillar
-19.918543,-51.458317,cap
31.638704,29.408318,properly
-15.989332,-46.309597,level
-33.21052,-10.787503,store
-36.529724,-35.985794,islands
-9.791434,-59.566174,harpooneers
-5.6313367,-55.090782,pole
-34.051914,-33.08942,shores
39.93899,26.757715,capable
51.954998,27.002113,painful
-35.870052,41.295982,65
-44.928905,-26.207779,band
20.048706,-23.802195,soldier
-20.455542,39.942486,eateth
53.37999,-40.191776,ophe
-46.71415,8.881193,separated
27.300966,-33.023724,nightingale
40.23225,-32.928852,gryphon
47.711735,31.491404,affectionate
3.9811566,-29.486687,advanced
5.37782,26.900663,pronounced
1.8718373,0.063746944,monstrous
23.426813,1.8543786,position
-19.826706,20.686916,multiply
33.11943,36.103203,explanation
41.756588,25.159101,opinions
30.305376,1.9932449,quarrel
40.23328,-32.86964,mock_turtle
42.765118,-38.67351,tailor
26.43996,23.703384,kindly
11.235123,-55.454895,pushed
-13.014475,36.341015,prosper
61.089767,17.548063,captain_benwick
43.629093,24.635143,education
-53.903217,19.579649,hundreds
-44.593693,28.655985,pilate
51.012318,25.554235,consciousness
-36.470272,42.299538,58
-9.256901,37.026974,render
-17.301456,25.05391,whereas
-60.193516,9.962715,canaanites
-17.36334,-19.71691,chant
16.000162,2.9843702,cases
-19.28049,40.472233,whoso
22.739628,-1.7526902,exact
-31.183743,-23.85263,pine
26.785307,-28.215248,jolly
-0.7739675,51.067398,thrice
-59.050858,12.651938,towns
7.046154,-54.7776,pulling
43.38998,-20.707747,butler
41.856346,25.437872,ideas
-51.758587,-16.359417,staves
-31.347145,40.279327,89
57.196663,-5.197739,agitation
42.775063,-21.242676,maurice
-2.7550304,-18.56037,sink
6.4806733,14.048812,discover
-53.02149,29.083895,laban
48.410057,22.476116,observation
-38.74255,17.648396,valour
17.987604,-35.344833,cow
52.976532,-2.4952803,wondering
29.366543,-21.374748,talb
40.78385,-10.759347,later
20.330055,30.830475,agree
0.11188887,-15.559427,deeper
23.223038,4.976053,precisely
-62.36392,34.59521,scribe
-46.547348,28.818918,straightway
11.949975,18.810122,sum
-6.054545,34.03743,greatness
0.83869946,-30.713545,partly
-3.3180504,-51.070297,rushed
-23.565224,-43.35085,floating
28.884819,-15.142873,fighting
17.784817,39.195293,offend
-71.783676,23.231451,sixth
-14.391849,28.295725,oppressed
32.883884,32.935616,wishing
-44.670387,25.47348,haman
42.951878,17.368355,assistance
-18.068808,30.772108,transgression
33.250984,1.4884267,knightley
37.31366,-40.277714,jack
50.40236,22.277784,amusement
13.172842,-15.677962,papers
38.3859,-14.405605,christmas
-33.598606,12.813295,tribute
-6.040045,46.667915,tarry
5.2715025,-25.689133,features
7.590503,40.995617,finish
-57.17983,6.9097505,plains
26.628817,37.085518,jealous
6.184441,58.1187,neuer
8.622341,-51.03681,picked
-38.320343,15.972973,counted
60.03866,6.24624,fortnight
47.34673,18.443617,attended
-10.138313,-39.398808,sharks
-55.479446,5.906774,borders
-20.152946,38.203014,seeth
45.808933,21.587118,particulars
-13.350891,4.558612,inward
-20.906473,-7.1478834,shaken
-9.063077,-54.74314,wooden
-68.68071,25.862206,josiah
43.41198,23.49563,material
12.228809,12.527186,principal
32.425312,-19.157953,hit
-41.03741,28.180511,prophesied
-36.33559,-32.900272,isles
-16.311674,32.32803,sinners
-16.939,-34.052765,swim
-50.9673,1.7019968,builded
12.407652,44.67879,dearest
-0.5943776,-29.555445,aspect
-31.040537,-34.634716,lake
30.417746,-3.4234188,tells
-19.234238,-32.940517,bulk
-31.038967,-32.174095,flowing
-33.913887,-23.691458,beams
7.3446016,2.7816763,special
-18.898674,34.825203,rebuke
-21.345257,33.835106,rebellious
43.958294,-24.992773,";"""
-34.694077,-4.6130004,tread
-64.14541,32.648697,zadok
25.391855,33.835842,persuade
-38.809994,8.283055,goat
-42.2745,-13.434966,clay
2.7504725,-49.507362,bench
-17.959597,20.934916,multiplied
46.321903,-24.146303,rosamond
52.635826,18.120749,inquiry
-28.589954,-16.63811,tear
5.721143,-12.650352,animal
16.73771,-21.760977,fashioned
60.974155,9.648223,norland
33.006504,33.646973,dared
55.175095,-5.9932485,eagerness
15.16527,-48.41537,slightly
-15.539285,9.951434,seal
36.82555,-41.52845,crow
18.169216,1.240556,frequently
39.21368,21.635902,supply
1.1753937,1.3093482,christian
37.877964,19.922956,united
-22.94617,36.106514,glorified
15.496396,-50.445435,paused
55.320507,-7.0291395,contempt
44.179924,21.741808,connected
-7.8934674,-45.192875,hedge
-18.570553,49.61749,merciful
-17.452122,-48.243294,worn
-8.512716,30.425175,provoke
-53.361866,29.56344,rachel
44.476368,-6.0351367,years_ago
38.643185,-29.31951,calmly
12.2340975,-29.697527,madness
38.298126,33.47798,comprehend
-1.1225914,-20.49872,lodge
0.81720704,-8.444884,stage
-15.3860445,-12.67244,descend
33.63491,11.162279,fearful
-30.693546,-22.90948,apple
39.593937,30.275272,experience
28.67898,-6.346779,doesn_t
-36.833576,40.860596,63
48.057724,7.7344193,grounds
-53.202755,-7.6695642,heave
-24.952444,28.897362,provoked
25.220047,18.860857,condition
-23.981794,2.8337314,stirred
54.70374,-2.0720835,extreme
4.342058,-10.411218,strangely
34.551064,-30.71503,boulnois
-35.541214,36.606247,kiss
23.68098,12.142591,argument
-2.926789,2.864413,ant
40.747215,31.391945,merit
-5.403631,1.7059942,wars
61.577293,13.991581,margaret
11.135909,16.604874,lesson
8.43959,56.831062,euery
9.490305,-34.123806,sang
-30.733522,18.327814,pestilence
-27.170795,16.218298,snare
31.109297,27.578678,fanny
3.7253463,26.310316,accomplished
59.402187,7.6559844,staying
-48.368248,19.5289,blew
-50.64687,-14.547852,ephod
-62.450233,33.38977,jehoiada
6.9370513,-54.333675,throwing
-6.168624,38.02127,preserve
-19.201838,25.528746,whereby
-35.754116,-5.3442616,scatter
-11.095931,-16.857681,deadly
39.904377,19.183743,active
37.529545,-41.704468,blacky
-39.606544,23.486727,afar_off
-22.511671,-39.979557,shone
8.075919,34.714603,intent
4.8766327,23.65049,denied
-31.269703,-25.031866,beds
-43.558605,-0.17652221,whereon
-26.88427,8.238115,mourn
25.519018,17.968914,reserved
46.714447,22.15514,intelligence
14.896637,0.540398,compared
-26.331797,4.9274936,stayed
0.62728083,-51.83764,backward
9.487881,-50.35896,seized
-26.2945,2.9754674,dogs
-18.198048,39.246487,heareth
7.277593,30.52493,vexed
-54.045918,-1.9977484,posts
9.973354,2.4768012,numerous
0.80189365,-56.22237,lance
47.150013,16.810333,failed
19.939518,49.122,elder
-27.789316,-43.744972,steep
-54.11797,-1.3820585,porch
2.824843,-41.570076,pick
-57.205395,-12.168247,kid
45.87406,11.38798,informed
57.321854,-5.429716,emotion
-29.41504,-39.331257,dawn
-4.032701,-20.219679,gaze
36.13207,-44.095604,berries
18.488672,3.204011,scientific
65.45439,16.015123,campbell
49.58595,-10.940488,parting
-2.0564938,5.379612,mothers
45.154892,-26.833208,guinea_hen
51.19005,19.633535,seeming
-2.5869548,-4.7003937,thieves
18.214804,0.8345489,described
-14.697478,-20.096277,comrades
-8.517585,33.136227,defence
-4.8521743,-45.00343,driving
43.79387,26.423815,personal
-26.977905,-21.84549,nest
51.547924,-14.096608,altered
18.28397,18.110474,trade
-17.322721,-16.021317,yonder
19.89173,-12.582394,stock
28.791649,32.593033,marrying
-37.101204,-15.925528,olive
-47.881943,6.3740454,array
-49.075306,12.170421,sodom
-15.804156,-15.785647,calls
46.20503,30.965355,address
52.988625,24.988766,disappointment
34.591377,2.9750526,nurse
30.697165,33.90121,dislike
-62.67769,21.246664,simeon
52.81949,27.323769,affected
34.38035,-37.72612,startled
25.89619,-9.871617,rid
13.976716,3.6511793,events
14.0916815,-42.410557,spectacles
52.03798,22.990412,evident
50.927856,25.195036,conviction
-48.10797,31.851927,parable
-29.60868,-20.582636,plants
-14.865723,-51.006264,jaws
-39.274765,14.22826,sealed
5.1677523,-45.24695,boots
-23.334972,43.495377,vow
27.839497,-3.4043958,pretend
-36.540302,-36.050568,pacific
46.67398,0.2767503,noticed
-40.267998,25.64526,besought
34.841057,-12.464375,purse
-20.758265,31.770401,resurrection
-62.8174,21.29105,naphtali
4.131523,-18.820442,carriages
15.65694,-31.48055,bend
-67.95694,28.166569,rehoboam
