x,y,token
21.587757,3.1758275,supernatural
27.070581,-8.838104,hears
16.637575,-16.285852,catholic
1.6177663,-12.288009,dances
-24.591408,-41.688145,dense
-5.7076893,43.83413,forbear
13.866283,-35.56731,wig
-14.951989,-4.108087,drown
19.475965,-35.337036,pig
38.322906,-27.713783,jury
21.098095,-6.4651985,latin
-44.66644,-7.376717,burdens
-32.46845,2.5853775,falleth
-26.632889,-24.09262,folds
-21.149515,-23.547127,joyous
-41.00613,24.765217,whithersoever
-43.928215,23.775509,banquet
47.435112,23.519352,opposition
47.242004,8.402387,contrived
-16.947807,-56.48799,palms
53.043163,8.923714,removing
-9.14827,16.757494,lowly
-50.98784,31.115265,amnon
-51.21762,31.197937,uriah
1.0886506,-21.221388,landed
-16.515232,31.670952,workers
55.878086,-7.3664966,gravity
55.270626,-5.019971,embarrassment
-66.312065,26.108076,baasha
58.54253,15.481428,proposal
-13.202181,30.512897,murderers
-23.367205,30.971008,executed
-8.386124,-9.536886,guest
49.24967,4.7216067,earlier
-2.4015193,26.067564,causes
-54.736088,27.428225,levite
40.55378,35.623993,endeavour
-51.9104,12.588786,israelites
-0.016366582,-0.22504094,marks
-33.207558,-28.604198,floods
-50.98742,-24.25033,arches
-26.121687,32.80368,ordinances
-28.360258,26.493336,hallowed
-50.80953,-14.674094,breastplate
-52.829563,-16.991472,bowls
0.12802213,-33.627445,visage
32.065536,-35.930508,lucifer
-29.651695,7.0901823,rend
-35.41363,-18.29218,fins
49.967754,-10.005379,changing
43.11716,24.475891,improvement
-28.100122,-6.7645497,clothing
-15.303886,32.190624,deceitful
-46.329098,14.583147,forsook
32.02847,-30.29187,harrogate
32.12226,17.082302,total
9.442008,-25.813591,cell
24.006222,40.98719,reconciled
-24.57126,-17.512287,thread
31.14549,17.89898,neglected
60.01378,12.754632,dalrymple
-5.0837536,38.935707,withdraw
16.468517,10.61274,ebook
4.065592,13.837554,title
27.743591,31.868631,suggest
-39.82781,-20.2179,bottles
30.601591,-45.32886,louder
54.106388,-9.699017,momentary
-17.914795,-3.2904725,burial
17.306335,21.020456,defy
-35.29424,26.11242,accused
8.723738,52.14085,meane
-33.69473,-9.979095,dwellings
-13.152488,-27.357126,spanish
-19.446377,-19.915407,brood
29.53741,13.730426,method
27.202541,-21.450134,cage
28.780119,30.844503,introduce
30.166555,-0.44398266,vote
0.77558887,-32.41243,frantic
22.921217,-18.07554,verse
26.349611,14.679614,commission
-3.8192143,-33.006233,moves
-55.53604,27.056278,hittite
-21.940432,-6.1719494,tormented
-19.374868,-52.389572,moustache
14.251314,-18.417168,official
18.23055,-13.036246,beer
-43.63248,-9.226984,stripes
-30.293238,34.489864,136
-33.78276,-18.716566,hairs
39.22383,32.7177,flattering
48.38031,29.716091,expressions
53.599194,7.8053718,concert
37.180035,11.885642,supported
33.930252,-8.669825,hadn
-2.4415767,-35.66053,wearing
-28.973204,42.82996,incline
42.181477,32.386734,injustice
6.0535283,-29.97568,coarse
-28.388786,-33.06505,hedges
11.839596,-2.894406,changes
14.819662,-58.992176,hotel
-42.73711,4.79721,betwixt
-16.100258,-47.863163,hump
-8.522259,-48.856094,screaming
-17.425396,25.946796,rebellion
-5.218035,-7.4208694,treacherous
6.0136437,49.517056,ambitious
-25.107311,-4.4106827,stripped
-22.849125,-46.404003,violet
-42.38731,-16.81754,handful
39.24739,14.146045,animated
13.119842,8.246777,government
-17.882309,38.15291,findeth
-5.1575894,-15.665077,lingering
28.378801,-32.35882,cherry
49.425735,-21.047028,hesitation
-34.83884,-28.517477,fountains
-9.081788,36.848476,recompence
-3.3631465,-43.191734,closely
-15.304796,-22.58508,singer
-14.462548,-9.809165,winged
-5.798775,-11.921476,incessant
28.978804,-17.189701,strawberries
-12.939972,-35.351906,dreary
9.053277,51.016903,l
-16.20981,-57.742752,joints
14.815844,-45.435017,rigid
-9.197503,42.684082,warn
22.176727,31.171953,consult
-63.046783,32.44854,johanan
21.132742,27.269684,employ
31.406757,19.672085,accepting
-9.112829,-27.889252,track
37.871746,6.9981146,cautious
-59.53743,33.729076,ezra
-16.901413,-35.748413,rises
-50.033447,-12.081974,covereth
-18.15015,-5.5289354,jove
6.0620575,17.928251,retain
8.839166,-29.796738,frightful
37.285866,-26.480005,'--
20.8764,-14.562117,raising
-13.471372,35.42905,punished
24.90675,22.88101,neglect
29.20938,24.509611,approved
-63.233593,31.812532,shallum
-68.253075,26.807016,uzziah
48.183903,-19.335695,ladyship
19.670134,-31.448427,pack
-3.352644,-42.12754,watches
-6.6575437,-59.25248,descried
-21.642159,-43.73262,drooping
-49.648193,-1.5091968,dedicated
0.4195924,30.023226,rightly
39.25198,-19.974564,englishman
13.592739,22.59138,robbed
-5.668717,-30.841228,interior
-11.965096,-33.129337,mostly
-37.46871,25.269117,marvelled
-7.134683,29.420824,lusts
10.578591,31.865688,sighing
-9.383755,28.505589,guile
18.338503,34.660908,relate
35.59785,9.912043,actual
21.96693,29.50613,cheerfully
11.241822,-33.365116,faster
24.560053,35.479782,disgrace
11.961953,-9.90133,quantity
21.36588,4.4402766,obvious
-38.39857,0.9985177,leaven
39.36315,19.556059,activity
5.160862,45.353683,confound
-28.201998,31.20689,whereunto
7.8910656,-47.635174,mantle
5.179346,-39.074436,colt
-21.605042,-28.458582,electric
6.786715,-23.984402,vaguely
45.3041,17.784138,secrecy
-54.059753,6.656861,carmel
-3.8397229,-29.08678,occasional
-22.268717,-19.769068,perfume
-23.182674,-11.354718,eggs
-10.873672,16.144444,proudly
-25.611786,-21.981768,bears
-31.99728,28.594196,testified
0.43534827,-33.24422,devilish
-37.643288,23.834599,strove
32.20775,-29.29518,flora
9.688965,56.69516,minde
21.37151,-48.782833,fedallah
-58.620113,-16.768265,pound
-57.612415,31.660769,korah
-42.803555,22.64209,baker
35.155853,-32.315075,hood
43.54545,-27.322062,christopher
32.145287,-33.01397,cutler
24.14365,24.408428,positively
-22.346785,-25.871187,measureless
-60.54599,34.836903,seer
-26.053291,31.337109,excellency
-32.257225,16.458782,hire
-52.681786,-16.961607,twined
-27.032764,43.84537,lovingkindness
-35.70733,-11.863176,herbs
37.786427,33.686302,oppose
56.396744,-6.644198,unexpected
-48.57041,31.581701,adonijah
0.5610752,-6.088609,remote
0.048007015,48.351215,scotland
-12.231335,-54.300095,clinging
2.380106,-49.098904,pin
-6.645203,-1.6031555,peaceful
-4.355874,22.753632,accord
37.817425,5.27055,unconscious
-10.707697,0.11486241,warlike
-18.204386,-52.806995,shirt
38.06406,14.834431,experienced
-24.451786,45.678272,saidst
-21.73809,-0.2947409,wailing
43.119198,11.845308,drawings
-58.636032,31.885807,zeruiah
-23.400349,43.574883,vowed
40.559265,15.087142,polite
-24.22278,-46.860756,hue
17.997742,-14.195844,scena
-12.589803,-13.21042,dire
-10.575641,25.209042,subjection
2.6409502,-45.444344,slip
-43.995983,20.794785,macedonia
33.078186,15.926352,talent
-38.792133,27.895256,hebrews
44.90458,12.274895,formerly
37.126965,-30.848448,tom
-60.123394,35.517765,baruch
-3.3795147,11.241815,eternity
-15.338327,-10.779553,ethereal
-41.036255,-14.2874565,plenteous
13.397035,-53.442215,examining
1.4288763,-0.22732317,tales
40.181084,17.918272,inevitable
-9.655297,-45.860325,fence
-18.202438,24.496893,robbers
-17.83908,-22.826635,mocking
-21.7417,-31.880522,gulf
-46.75425,-8.579235,baskets
8.467988,55.23524,onely
21.034416,31.129206,treat
-22.387129,-41.671818,pile
-25.539564,-40.590786,hovering
47.76226,-4.0867624,awkward
-6.763252,-24.076626,infant
39.62142,35.09029,intentions
-21.50864,-21.28453,swelling
45.78004,20.784653,calculated
11.787458,-45.90605,nodded
12.91071,-8.1529,brilliant
-2.1776829,-0.0211444,superb
13.364588,-18.930044,page
34.464306,-19.623154,lawyer
9.793244,-22.803144,type
-2.0758488,-43.076904,resting
-43.3916,-22.919949,nails
21.060411,29.733263,oblige
-5.8098755,-33.432312,ponderous
-1.9267702,-47.051193,sweeping
11.220995,-15.686421,capture
18.303673,18.14236,folks
17.74322,-42.489697,desk
-27.404442,-27.273802,cotton
-6.7183647,-55.826794,windlass
6.5093966,-49.744858,cloak
15.722338,9.84128,including
52.360386,6.3944707,parish
-19.590483,-19.541534,airs
42.381695,34.646366,indulgence
-20.42034,22.435919,bruise
15.525406,30.468513,confident
15.447486,-16.29061,admirable
46.375565,22.437685,introduction
-53.637527,-0.7746301,entry
50.884785,11.866447,attempts
-0.70090336,-22.463264,wandered
44.50995,29.063202,abilities
-25.165611,-40.05591,winding
-22.583424,32.120407,confirm
3.6799467,-52.9038,waistcoat
-34.813503,-3.2254224,brooks
11.336545,-12.989971,captured
-56.597874,7.270884,arnon
-1.2833918,5.88528,babes
-12.350171,36.957695,rebel
-16.262339,-28.882154,roads
2.9241126,57.350807,cinna
-1.5828565,-27.855232,abrupt
-28.550901,37.818317,94
-45.86079,-17.262,ornaments
-12.302204,-28.75987,ruins
-22.875015,36.146923,magnified
47.108063,17.593342,endeavoured
-23.621065,-26.498047,continent
-18.073095,1.4762021,departing
54.838978,13.42538,prolonged
49.454315,31.803896,gaiety
45.568707,23.655764,encouraging
-6.98862,36.123642,wisely
52.79937,14.255998,hoping
14.982517,-50.877144,pausing
59.092876,8.1603985,campbells
3.5361545,-35.00868,needle
10.564829,-21.711382,aged
54.23154,-5.7182055,thoughtful
-54.212997,-3.6526515,oracle
41.612766,-0.8531687,appeal
-6.7194486,6.5986595,sport
9.532002,56.624928,eare
47.5559,-21.734556,pleasantly
38.789795,26.648907,qualities
11.976306,-38.604847,pushing
28.935837,9.988983,intelligent
-8.301567,-25.50376,killing
-0.7251275,18.16014,blessings
-18.65717,46.65697,uncover
-55.685413,14.932224,besieged
19.743647,-36.910995,dish
2.018062,-8.24877,insane
8.690052,52.088875,beleeue
-7.530501,-53.62041,loaded
-22.868114,-45.152752,feathers
34.44732,-34.332462,loudly
-6.6996703,24.59704,torment
-8.170404,44.1692,persecute
47.93217,5.5351534,preceding
10.078122,-5.9507327,vacant
2.316383,1.5513555,beings
44.324677,2.3381088,insisted
-18.012098,42.352673,kin
28.020172,30.779049,respects
46.262848,17.660473,shewn
-1.9820063,-27.705584,irregular
-40.68067,2.9484112,tithes
-17.005768,-56.76877,waist
22.361725,31.497238,invite
13.445799,-40.372894,washing
41.088406,23.752108,application
-40.06658,-16.230583,pan
-22.970903,-37.426826,raging
21.316345,-22.80863,cannibal
40.009804,-14.616813,tuesday
-59.211742,30.263916,phinehas
-17.604034,3.473613,dough
18.10448,0.2967896,originally
-7.060791,17.162857,creator
-22.258785,10.901919,virgins
36.110332,16.309498,excess
36.20188,20.95528,partial
-33.691826,2.5485427,beareth
-29.998117,-20.87601,weeds
11.576355,-20.07557,etc
-16.880836,44.051987,oppress
-25.638329,45.39897,139
-11.675228,27.116053,calamity
36.972347,26.624615,enjoyed
5.4816465,-48.78023,tin
-36.49572,-3.7216392,stumble
49.82658,23.538097,suited
5.4369087,-20.977076,perpetually
5.744371,57.693714,flye
32.02848,-9.166262,dam
34.19598,12.742046,moderate
9.011359,-3.9547873,adventure
1.1436195,-39.328518,literally
45.72079,26.472454,preference
-30.922573,40.263985,77
5.8988447,-35.77438,shoe
5.121616,58.14593,messala
-42.963165,-29.57808,warp
-24.252186,17.119745,siege
53.386158,-6.8148227,agitated
21.417032,-9.811426,fain
-7.6384077,43.460926,vex
-18.659315,-24.941435,spacious
17.160915,-5.0400214,soothing
-49.444668,-10.169959,whereupon
49.031616,17.952572,recovering
38.23116,-15.848076,bristol
-30.086224,-28.409483,scent
38.113136,-31.21505,nodding
-4.196835,33.8017,abound
44.296703,27.090025,felicity
5.777592,55.662575,murther
-5.7187653,-47.19775,balcony
0.634585,-51.74162,heels
5.38549,19.698902,refrain
36.64648,-13.024178,sixpence
1.8908011,-15.009929,bigger
54.503426,-41.319763,mal
-63.202824,31.132338,meshullam
-8.461776,-13.021422,sublime
-5.2516785,-54.27742,stove
-23.917662,15.965842,hinder
-6.0858116,-50.06629,tossing
37.793133,29.503813,unworthy
-17.656925,-32.87595,circles
8.522399,-20.365562,paris
-5.5817385,-46.027138,crept
10.755895,-47.35306,panting
-15.415425,-29.949144,oceans
-6.655767,44.882988,overtake
-19.464943,-48.614613,bearded
9.253916,-50.354237,snatched
41.029118,21.786156,afforded
18.4051,-18.511662,bible
59.115364,14.811381,niece
37.38027,-41.640106,jay
-46.63867,10.945145,ethiopia
-56.023903,7.9076424,euphrates
37.381374,-29.678284,solemnly
36.18494,-28.3051,don
46.343502,23.25666,alteration
37.441483,0.0013197628,dreadfully
18.648079,-20.450907,plum
29.565931,-45.04204,shrill
19.899778,-3.479687,member
-2.6521218,-12.928245,brains
20.797213,6.828594,operation
-22.02311,-36.397392,blasted
10.741033,19.351292,offices
-10.167222,-54.42962,plank
20.060934,25.091017,desiring
-8.574517,5.1124883,embrace
-13.322673,-40.26631,guns
37.112385,-18.933002,newington
32.212166,14.989354,permanent
-51.70828,-23.073668,measuring
9.968839,49.982,damn
-5.726082,-50.344803,tumbled
-30.145582,-28.698093,showers
-58.32097,20.773869,divisions
3.2335384,-49.854683,jar
-5.431043,-9.584674,triumphant
19.217978,7.0455546,theory
-55.237743,16.532965,benhadad
-4.768487,0.186286,democracy
-69.51054,30.14355,nebat
39.278473,-30.513508,angrily
14.488853,-41.474724,settling
-44.4395,4.9733286,dove
-39.982605,-21.69409,knives
12.017729,-17.034029,chanced
-5.8807034,-47.312725,ceiling
50.333168,1.9606241,dined
-29.147585,20.541029,overthrow
39.10741,-14.188687,afore
2.8285217,60.13192,thane
-63.35665,32.513054,maaseiah
-5.0289965,-51.276703,slid
9.741462,-3.1355953,reminded
-19.578863,34.61579,falsely
-11.227628,5.5193977,mightier
-26.23813,-35.71814,starry
39.67429,31.284033,judgement
-69.4376,23.977991,darius
51.759975,-13.418665,hesitated
44.806404,-28.844784,sweeper
15.48342,2.2167377,included
-43.501667,18.846033,nineveh
43.843994,25.381899,peculiarly
35.021732,-29.764359,ratcliffe
1.2953972,-0.22368822,plays
35.12961,24.183216,amount
-4.527614,0.7390196,arts
31.433561,-31.304167,magistrate
-12.045197,43.374447,hereby
16.258121,21.905449,debt
-23.604246,27.6463,treacherously
50.076694,-2.5321493,roused
-24.236189,-26.739468,myriads
-15.696876,-41.478283,blaze
27.4294,-35.364765,letting
-9.428217,-41.92648,nail
-30.845695,-2.9824646,sceptre
34.660244,-35.68959,madeleine
-1.3897026,14.659679,tradition
9.469196,7.382937,mix
30.520277,25.484486,unfortunately
-22.14647,0.36754182,tumult
-13.023312,28.211231,lack
-38.875942,25.572672,mocked
31.71111,-25.056627,portrait
32.373222,-32.264675,kidd
24.229874,27.58013,affect
41.838455,-18.625793,cox
-0.78166157,-29.373486,intense
47.35753,18.76511,communicated
1.6974057,-50.1324,sticking
-54.649094,31.732174,abishai
38.999382,-40.010147,frog
40.392216,-36.913746,mammy
37.184147,31.35882,hazard
49.935795,-1.8270903,announced
-60.113174,9.965835,jebusites
41.319733,6.1226144,resolute
4.6795993,-57.335094,scuttle
5.649577,-1.1553261,scale
4.608267,-6.059048,dreaded
-10.721748,3.886032,longing
-28.223282,-39.020287,dusk
-13.567864,31.87747,filthy
7.7306733,42.31652,detain
40.817307,7.728341,temporary
-19.681036,-8.565414,earthquake
24.828259,31.230751,succeed
4.335459,8.63144,virtues
-54.691765,15.596579,lachish
-43.9744,3.61883,fortress
2.85127,-49.371304,leather
-14.258548,-31.73878,pursuers
7.412704,35.361317,disturb
-1.2792574,28.811954,warned
6.2754507,-14.678487,antique
-36.244797,32.17419,proclaimed
40.048607,30.009811,excellence
-13.8221655,34.65897,tribulation
-12.418149,39.00498,abhor
39.40239,-14.116706,monday
-5.6846056,28.232395,counsels
6.1288457,-32.931934,withdrawn
6.1327143,-30.607624,limb
8.455542,25.181202,provoking
29.982187,17.921497,occupation
35.55068,-1.2339247,forgetting
54.5233,-41.3356,banq
0.8176684,15.699101,presumed
5.346283,-3.081348,vice
0.094133444,-39.52338,pulpit
35.5663,-32.948807,cray
-26.697166,34.434223,fasting
-37.603497,-15.615602,wool
-12.956782,32.338806,devise
9.150527,32.05884,fearing
-57.99471,32.680702,boaz
-68.248375,26.837524,jotham
51.899223,26.997484,softened
26.996714,-8.381659,keeps
50.907887,-7.772639,dismay
47.28666,24.543869,dependence
3.8172724,-24.368427,commander
19.811476,32.440983,expose
58.080738,8.630471,crofts
-7.600579,16.477629,sire
28.769083,-45.368885,whistle
16.702528,-35.461197,cheese
22.069311,34.243053,behave
-33.259476,-33.1173,mississippi
11.231893,-33.33122,harder
19.974812,-21.59296,mat
-22.344852,-25.983025,vital
8.675859,-51.775917,snapped
11.993881,-27.482285,pond
-53.866253,13.072419,amalekites
-40.16602,-4.2618666,carcases
37.185246,18.890726,enjoying
18.407206,-35.667076,shell
-23.834158,30.013851,wickedly
-24.705387,-42.592743,overhead
-37.640083,-2.0205479,suck
-69.72451,8.815074,seventeen
-46.025486,31.024965,watchman
20.248552,-54.234825,newspaper
-24.004532,-42.410248,spray
10.728671,-44.86146,brows
41.277107,26.251186,fancying
21.237509,-49.22491,lakeman
-53.662197,14.165422,amalek
6.7712317,-21.945293,motions
-52.99794,13.788044,midianites
31.829107,8.452951,policy
6.1849213,35.412857,withstand
-8.579287,-23.341423,kisses
-16.269035,-40.15571,choked
19.414013,-9.547191,villa
49.916,-6.238335,concluding
12.300722,-42.332863,eyebrows
39.774345,-28.186827,politely
-30.438204,-34.76089,pines
37.10907,-18.681604,finsbury
46.379025,19.236004,submitted
35.421402,0.052692395,charlotte
6.451376,57.400368,dye
7.0533967,-9.216066,dividing
8.889446,-20.297485,british
2.4126472,-56.694946,cigar
-16.369413,-30.70616,clearing
44.3636,17.925037,readiness
37.52855,-23.981787,atheist
-2.4067154,-45.792007,picking
-4.2294197,32.634872,immortality
32.49912,-13.737814,producing
-6.664162,11.762269,victorious
33.420956,23.101065,valued
-24.973373,-26.998774,suns
8.88873,-10.010804,magnitude
9.961316,-16.39646,tools
37.31106,29.393518,injury
15.395998,-16.559004,porpoise
-5.2289805,30.507517,maintain
30.703129,33.405937,_she_
-8.304502,-16.754213,baffled
-2.7093067,-44.77894,entangled
25.860748,-9.571554,scrape
-51.841793,30.971624,tamar
23.821232,15.4833765,insult
19.602926,13.07513,christians
-29.7928,-11.907155,camps
-16.416336,-38.667755,bark
-4.4954333,-14.873719,fluid
-19.069775,-43.763317,waved
7.229174,49.360477,dies
19.821505,17.367706,visiting
5.89231,56.878563,drinke
20.439041,33.72429,sincerely
5.0940685,54.872917,vnder
24.42307,-19.590036,capital
-19.453842,40.14695,killeth
54.897213,11.007031,procure
-25.90726,-7.212828,crushed
-28.794765,28.576214,ministry
-53.28281,-17.906916,hooks
-40.123516,-16.303125,vinegar
-35.20478,40.65855,80
-30.088217,36.79268,103
-32.510757,18.497385,assemble
-8.984395,-8.1093645,defiance
-9.491998,38.91639,rewarded
30.181072,11.812984,reputation
51.833157,6.6859303,travelling
7.7014713,53.33309,farre
-55.62089,21.288305,synagogues
-3.9684336,-27.603195,graceful
39.243393,22.616419,comforts
4.1941857,-5.1804957,fearless
3.0550177,0.9243705,religious
38.230476,32.166233,check
37.234173,20.080498,equality
-19.81316,13.423932,serpents
-38.83508,30.570787,baptism
-15.468695,42.63045,ransom
-22.73802,-29.635023,numberless
-17.374496,44.886265,usury
-25.822649,-11.388882,wolf
5.195376,43.564426,leads
-10.425326,39.016834,alway
36.00008,-14.6438675,oxford
29.088726,18.268787,contented
-28.2878,-35.570118,gorgeous
9.380847,8.141382,furnish
-0.35654137,-41.826694,strikes
3.261513,23.044985,confessed
28.169624,37.830544,injured
42.88866,25.461828,motives
1.3922251,4.3086157,results
51.944305,-7.098241,pressing
10.147795,-7.0134068,retained
43.893547,3.7712169,commanding
9.462512,-2.6787848,indispensable
-15.663622,-13.569107,range
2.8129647,11.045301,delights
22.933134,20.120544,exception
39.82361,24.870707,attraction
35.781036,24.045826,exchange
-9.064299,-5.8093343,defeat
19.099447,-22.75309,shabby
36.50856,35.309395,resolve
-5.7514706,-10.25356,mute
41.67,4.6644964,examination
3.8241098,-21.699427,random
-42.90445,32.72396,counsellor
26.872217,35.72045,scruple
49.269123,24.991922,expressing
-0.17098854,-30.85443,glowing
9.103971,0.56973535,000
21.419256,28.24341,entreat
-8.54961,32.09674,esteemed
21.327053,35.860584,decline
54.770004,3.346088,arriving
43.528812,15.405139,declaration
4.410269,-1.0270087,unfolded
50.021446,26.17035,uneasiness
25.039583,25.931042,trifle
48.883915,19.386068,disturbed
57.526833,20.166666,uneasy
5.407512,3.0603328,grandeur
-7.115879,-13.004045,tones
37.94837,-16.63694,ford
48.340347,-21.74409,recollecting
19.707134,20.802603,pretence
29.876017,-18.323118,begging
-16.07161,37.60955,reproof
2.2491622,46.242474,desires
-9.398697,-12.172269,sphere
-0.4196004,-16.215706,darker
49.084724,13.961862,reflections
2.9067786,23.166512,endured
29.224089,19.539177,security
-9.9043045,22.219002,pangs
-2.4151974,-41.27647,rib
-48.78134,29.465857,jezebel
4.9442034,-37.05972,emptied
-39.8501,21.831915,mourned
-10.725741,-52.71278,trailing
-9.692135,-45.45635,crawling
-54.014732,17.030258,mizpah
-16.421032,-48.017147,wrinkled
-14.438095,-39.370453,hairy
-1.3520229,-51.424694,peering
-45.14232,-14.908634,weighed
-42.794758,6.6034737,dungeon
25.226685,-21.429539,fisherman
-4.5733943,10.221787,breed
-52.712955,16.684021,conspired
4.685194,-56.48801,gunwale
-2.7633636,-36.987167,barbaric
-25.518078,-41.278496,ridge
-4.142526,38.213207,befall
47.83853,29.78493,gentleness
20.425156,-25.76235,crab
52.55545,-5.180389,perceiving
-52.93736,-19.404932,pomegranates
-12.134694,-21.625475,pouring
1.3615768,-21.2611,deserted
-28.295265,28.607357,redemption
-21.331535,31.1296,scriptures
-26.906582,28.09007,partakers
14.000464,45.324894,lordship
7.175945,56.83673,backe
4.8916373,57.8264,titinius
-38.028614,27.426071,spies
-37.448494,20.858356,stoned
-14.004042,-15.247231,bower
31.210176,-5.403462,_you_
-22.779943,-27.387753,majestic
-25.988014,-34.011326,flags
7.9891815,-47.679146,stooped
8.1763735,53.953396,worke
-49.985832,34.83455,thomas
39.170124,8.44984,impulse
32.90426,-34.901176,highlander
21.43758,10.6935425,test
33.301464,-29.547108,courier
16.495691,3.3698618,impressions
-41.4925,-9.428525,merchandise
-8.793964,-59.23707,lances
-16.599386,38.639915,sinner
-2.1065497,34.577248,dearly
23.13485,-22.880445,);
-6.1847734,-57.10943,hailed
-18.805655,27.368992,laboured
-0.18242314,-20.760622,resume
21.426867,-14.758919,swore
31.502836,-7.978101,goose
12.566977,-43.625957,screamed
-2.216345,7.0072875,childhood
-32.383022,33.590424,publish
40.102283,-19.48237,harper
-32.19257,-10.757449,wells
56.353737,-9.662176,meditation
7.1784744,2.7800775,ultimate
30.425674,-7.372873,chap
30.073038,-32.738117,banker
6.162786,-25.337551,costume
5.6245213,-8.727201,anarchy
-20.277077,-22.113743,abyss
-22.52707,-48.719883,orange
35.978104,-11.30276,bruised
4.415552,-45.576168,kicked
-1.0358644,-30.671015,sullen
47.184452,0.07732378,realized
-10.970678,-5.3349004,potent
-0.19235867,4.3567276,latent
-4.854658,-57.669777,windward
-13.0909,-10.964106,adorned
-31.236383,-31.645632,teeming
-0.96536815,2.5840495,tame
-8.273688,-54.83652,block
-10.963581,-41.988777,blades
30.147034,23.091768,denying
-35.899227,23.768396,belial
-30.550386,36.00058,135
46.5322,15.203011,losing
11.500631,7.0368443,appearances
-54.660484,13.947023,ammonites
-21.595781,-42.650726,color
-55.78199,10.446167,mizpeh
-35.472317,36.368298,greet
48.922817,-7.035397,rival
7.98382,54.56799,businesse
-50.105186,-7.826641,calves
9.8982935,-30.385548,brutal
-22.892967,33.909946,purposed
46.128334,32.246414,improve
-22.71139,-40.248653,crystal
-2.4907289,-38.874752,strings
52.09145,12.127574,quitting
-15.85216,1.9212124,realm
3.985511,-43.047123,paw
-5.38359,-28.540573,threatening
-42.133774,-19.699684,cups
-9.488587,-20.65598,howling
4.8766084,57.930332,octauius
-42.69068,23.591484,chamberlain
-21.769424,29.910048,instructed
-47.89578,24.5495,hiram
-67.67086,26.971516,jehoahaz
-68.53855,23.813318,cyrus
-30.598867,5.9402857,purge
-67.21178,27.01429,jehoram
-2.9130836,-36.46598,ragged
-42.171364,-19.142664,pipes
-32.43383,36.522835,hypocrites
-55.464,16.261753,hazael
39.66321,14.209786,irresistible
-31.75424,-7.1565466,thirsty
-52.312138,19.245852,governors
-54.208946,18.864624,forces
-16.50445,-38.908558,hangs
24.940176,4.9543834,criminal
22.197905,20.733688,rules
37.792706,-26.011953,"..."""
-35.70807,29.038158,published
30.014309,24.326189,unreasonable
-2.227302,14.854085,revolt
10.330702,-26.285831,motor
-53.227764,-1.2489152,threshold
28.731375,-0.31772792,deserves
21.50572,27.610512,propose
34.573566,-21.314594,p
-52.10173,19.173725,counsellors
43.510258,-27.920082,upstairs
-8.44255,-3.8062465,awhile
4.3877053,-41.879623,stump
42.08538,7.3510036,considerably
33.5059,-32.476456,wilkinson
8.143251,-11.51818,canal
58.968212,12.470751,eltons
36.911015,23.677002,hospitality
8.621672,27.671177,entreated
-5.648555,-10.881267,ending
3.253204,6.2214437,average
-38.362442,-1.0232613,boil
3.9503555,2.2011452,pious
26.026274,-22.29625,verses
-5.456529,-4.774552,venerable
9.869882,6.70917,contact
40.379074,32.625835,excite
30.40332,-0.32207492,warrant
14.732784,-3.7177324,club
-4.4230556,9.513045,naught
-15.463616,-37.088985,bridge
-13.170049,-47.090637,dripping
-0.52980506,-47.95867,driver
-6.5170827,-58.260723,issued
-3.8271244,-51.329575,strode
33.873676,-19.473,surgeon
-48.562824,29.101154,naboth
29.572529,14.7371,industry
15.0373955,-37.165134,spinning
-10.774343,-40.51978,barrels
35.756344,-13.02375,halfpenny
50.255127,28.248362,resentment
-23.656443,18.266188,reins
30.306393,-22.40107,todd
40.569927,18.721216,invariably
44.989178,26.007616,apprehension
-26.452084,43.817127,faithfulness
-11.58195,9.529853,weigh
51.087994,-5.5451236,perplexity
12.982432,-6.188284,proceeding
-10.7838545,-13.489697,element
28.46554,-24.829727,bullet
-16.648355,40.36778,whomsoever
-50.622093,29.637745,nabal
-20.77345,26.287611,teachers
-60.48689,33.739647,zerubbabel
1.5372415,49.572506,bleeding
29.984293,-43.90706,ringing
-37.64261,-4.403629,kindle
32.04317,29.087969,_her_
16.59857,-48.88528,intently
-27.12698,-23.312384,cluster
40.3913,12.479672,assisted
-12.497536,13.699328,murmur
-35.481598,-12.183251,yielding
-18.906515,39.42077,sinneth
25.289158,13.017526,distinguish
-35.125908,-5.4149013,frogs
-47.404926,20.821308,fetched
-4.755544,-29.293278,strain
-26.103848,41.511818,145
-7.7876096,34.06629,fellowship
18.413588,-26.667616,doctors
-50.364635,-12.342863,liver
-37.906406,22.455961,insomuch
52.708775,-8.823782,rapidity
-19.321075,8.717996,provision
-2.406859,-19.496069,passes
-30.943962,38.908962,90
-39.488403,4.534773,thereto
0.36267877,50.348946,traitors
-36.263916,-22.157501,nether
-7.592098,0.23837648,slaves
34.018208,27.954353,chances
-24.474792,-40.724445,dome
36.324005,35.695686,determine
4.856061,25.095938,process
-13.511783,-38.1835,lighter
-30.85694,-8.514385,swine
-35.44744,-18.174248,scales
55.217598,6.578092,lodgings
-22.524513,-19.001362,weave
-6.160884,31.471407,imputed
50.93811,16.357727,residence
-54.936478,13.063963,tyrus
-71.211334,23.236526,eleventh
24.038218,41.94789,wiser
22.65403,-16.275755,bite
-31.988798,2.8148873,setteth
-4.782881,-30.960823,newly
8.1961,1.0773726,august
-60.608253,11.298672,og
-30.652452,19.54187,jubile
